// alpha_q15 = 0x4000
// 420 vectors
// prev curr expected
707070 8f3880 805478
747474 8b3a80 80577a
787878 873c80 805a7c
7c7c7c 833e80 805d7e
808080 7f4080 806080
848484 7b4280 806382
888888 774480 806684
8c8c8c 734680 806986
909090 6f4880 806c88
949494 6b4a80 806f8a
989898 674c80 80728c
9c9c9c 634e80 80758e
a0a0a0 5f5080 807890
a4a4a4 5b5280 807b92
a8a8a8 575480 807e94
acacac 535680 808196
b0b0b0 4f5880 808498
b4b4b4 4b5a80 80879a
b8b8b8 475c80 808a9c
bcbcbc 435e80 808d9e
c0c0c0 3f6080 8090a0
c4c4c4 3b6280 8093a2
c8c8c8 376480 8096a4
cccccc 336680 8099a6
d0d0d0 2f6880 809ca8
d4d4d4 2b6a80 809faa
d8d8d8 276c80 80a2ac
dcdcdc 236e80 80a5ae
e0e0e0 1f7080 80a8b0
e4e4e4 1b7280 80abb2
e8e8e8 177480 80aeb4
ececec 137680 80b1b6
f0f0f0 0f7880 80b4b8
f4f4f4 0b7a80 80b7ba
f8f8f8 077c80 80babc
fcfcfc 037e80 80bdbe
16472f 9539bb 564075
c8fbe9 a2cf95 b5e5bf
ad51df 01b556 57839b
5b4e02 cd0b0a 942d06
090f75 caec9b 6a7e88
a2ffd5 da7c1e bebe7a
90a5c9 a4c0dc 9ab3d3
ccee31 b98c0d c3bd1f
1172eb 098a60 0d7ea6
f52961 95e4da c5879e
124988 599ddf 3673b4
0d77f9 aa2ca0 5c52cd
7c5a6a 8453b1 80578e
3ac377 6cec12 53d845
dec0e7 9f3110 bf797c
ffbb3f c6060a e36125
5ecc2d 739a62 69b348
beeb01 010691 607949
0f7544 d0bb9f 709872
4c36d3 84ce3b 688287
9cbb9e 52d575 77c88a
767042 18dbb2 47a67a
8644ad 4c240e 69345e
e65987 076a81 776284
90c5b4 3c60bf 6693ba
afa6e8 091a0b 5c607a
c4d90b 219455 73b730
5d2b9d 1e7862 3e5280
5c3400 43054e 501d27
5efa52 e967dd a4b198
f6feea 185072 87a7ae
581421 c2db4b 8d7836
2db982 9d6bba 65929e
c55484 6cf6f0 99a5ba
1a1e90 b88002 694f49
129d97 3a68c5 2683ae
bc2905 5394c1 885f63
6fffe5 95acc0 82d6d3
666a91 038257 357674
272990 c84b1c 783a56
08642e 03ee13 06a921
e2ca6c 6e6f6e a89d6d
6ab6e0 6bbb39 6bb98d
43710a 4b08e0 473d75
621059 109256 395158
852e3e a2f292 949068
63b7fc 147f00 3c9b7e
69e545 f55819 af9f2f
f39c7a 355e53 947d67
0102f1 381c67 1d0fac
1c2c69 7340f5 4836af
707f71 cc15e1 9e4aa9
d6304d 585d7e 974766
6ef70f 493c6e 5c9a3f
b4249d 6a0e58 8f197b
04bc5f 691e7a 376d6d
db1789 ee5ae8 e539b9
fe6e08 6fbd98 b79650
f20ca3 6b5b2a af3467
e4f0fe 05b91a 75d58c
73f53a c39486 9bc560
91634f 49f8b5 6dae82
ddb5e0 d5791a d9977d
1d9ce5 a0cdb0 5fb5cb
f7239e 98574f c83d77
94a2fa 18b8bf 56addd
ee8598 ee85c2 ee85ad
6fc88b b1d16c 90cd7c
445484 7acd3a 5f915f
404d19 66b0e4 537f7f
d25ec4 0b3696 6f4aad
4386d8 7b5355 5f6d97
e499c3 a454af c477b9
1fb6fa 762156 4b6ca8
508954 0b0619 2e4837
92f033 cd09d8 b07d86
b2a9da 872e6a 9d6ca2
85dab2 f14b78 bb9395
b7be77 c86f4e c09763
c06ef9 37cac6 7c9ce0
bc9fa4 fb68a2 dc84a3
88f27d ac262f 9a8c56
46c36a 9f8cea 73a8aa
f5b9e7 310209 935e78
656809 d01c72 9b423e
57f70e 39b987 48d84b
df5044 d4e0df da9892
f3756f 75ff51 b4ba60
35c7f6 65bdb5 4dc2d6
0e9624 452d22 2a6223
47f73b f18c9d 9cc26c
faf9d2 a8db5d d1ea98
702ed9 e52eb7 ab2ec8
10a349 86ba0e 4baf2c
034dc5 2d6fcd 185ec9
ed5a19 d3ca84 e0924f
4fafd3 f24c67 a17e9d
897cef 12d22b 4ea78d
81f3b4 683fbe 7599b9
5b52b6 da7673 9b6495
8a94cd 417de5 6689d9
cca797 d81817 d26057
93ac05 618704 7a9a05
683e2d 5e7b85 635d59
18c141 60b81f 3cbd30
b204d4 083663 5d1d9c
93e0c0 6724d1 7d82c9
04ab56 cf4ba6 6a7b7e
f067f6 ec197e ee40ba
da3258 ea50d4 e24196
cf6491 46d81b 8b9e56
11d587 53a275 32bc7e
cfc74e 9e95e0 b7ae97
e9aa53 f1e1fd edc6a8
7b0de4 16b33a 49608f
e2139b e793ed e553c4
33bfe6 5b67a9 4793c8
4793b6 67f589 57c4a0
c5b126 747fe0 9d9883
8e6fe9 f3405d c158a3
8302d1 d11642 aa0c8a
b4bd80 1ce458 68d16c
83a7ff 5feee4 71cbf2
d23e98 9eabfa b875c9
1022eb 234575 1a34b0
5d8a49 1d0ad7 3d4a90
d4aa3b 7641a2 a5766f
1412cd 6d02c3 410ac8
9c8c55 d33b7f b8646a
ebfe2c 484be2 9aa587
a091af 516fd9 7980c4
2e0a16 528192 404654
a5f0d1 f0f5fa cbf3e6
35753c a35cb3 6c6978
60302f 71358a 69335d
f4476e c0e410 da963f
48e05e f8ee2d a0e746
243734 b5e9c8 6d907e
0cce74 3b9b37 24b556
9e9801 231340 615621
8a3cc1 29a602 5a7162
293e70 7633d8 5039a4
9e5ae8 923d24 984c86
3fabed fe3160 9f6ea7
304a21 7baa7b 567a4e
ceeb51 0c6628 6da93d
83dd78 73bd90 7bcd84
e0fa9a 0ede01 77ec4e
e1e21c 9617ea bc7d83
c60e2c 16a200 6e5816
2e3461 5027f7 3f2eac
9b30e8 d35c8a b746b9
c2036f 2367ac 73358e
788d6c 49122b 61504c
9b54c8 6ccb9e 8490b3
2c30f0 376821 324c89
f07d2b be4085 d75f58
509ef6 0ee0f0 2fbff3
7a7d39 8197df 7e8a8c
8001c7 4be970 66759c
b349b4 5cd0bc 888db8
b17bc4 2411f2 6b46db
11673f 0f0adc 10398e
36b1ee e06905 8b8d7a
cbfeba ca779c cbbbab
3220c7 3aca76 36759f
b0205c 8bca6c 9e7564
b899a7 0bc0f8 62add0
446d6a b73316 7e5040
ab40f8 fb8d77 d367b8
cb1c64 315bc7 7e3c96
791e13 2ab02b 52671f
31a6d4 3f9e09 38a26f
08c643 8c8d66 4aaa55
80586c 805231 80554f
a774da 489980 7887ad
52572c 491c00 4e3a16
03b378 8566e7 448db0
fe4c73 ebc160 f5876a
1d055e c1f831 6f7f48
8cabaa 0e7911 4d925e
e1dea6 f3dc9e eadda2
f4ab6a 979356 c69f60
8afc67 a2f87b 96fa71
7b1a7e 3cb474 5c6779
f97a2c 5ac787 aaa15a
b44c76 005ce4 5a54ad
d2bd2e 610189 9a5f5c
d54158 b52ce2 c5379d
0715c0 ae571e 5b366f
dfbf21 f402d0 ea6179
feaff6 e95005 f4807e
7f5f0b 976892 8b644f
92b12b 98b720 95b426
1c4518 14e4c9 189571
20d020 1d531c 1f921e
156704 15ee4d 15ab29
2ef67e 8884b9 5bbd9c
127519 6584bf 3c7d6c
521c23 dc0560 971142
3b5fa4 0f7bd3 256dbc
7d9513 fe2be2 be607b
493b3e 0cfbaf 2b9b77
dd52ef 2569c5 815eda
3f06af ea2a04 95185a
8217f2 68a0ff 755cf9
fb8174 41c328 9ea24e
f53d66 2b7bc4 905c95
5dcd0b 7a6cd5 6c9d70
98ce58 7002b0 846884
41b727 7de320 5fcd24
938922 de478d b96858
860fde 7e93f5 8251ea
e7cea5 0b8267 79a886
461921 4ded09 4a8315
490856 7f7a25 64413e
9b9a99 6e0def 8554c4
0c6ec7 aa6ab2 5b6cbd
0eac00 fdcb2c 86bc16
8900a8 3335c4 5e1bb6
40a889 5a19af 4d619c
f56845 977076 c66c5e
bc61e1 90e0c9 a6a1d5
5cbea8 641149 606879
b40027 65d86f 8d6c4b
e3b3d7 9c6a5e c08f9b
bbdc1b ee7707 d5aa11
e2deb1 b6d817 ccdb64
66cb8d ee8ad5 aaabb1
e476b8 220b1f 83416c
7e0b67 4bc888 656a78
aacb10 cdcdf6 bccc83
7970da 1f40cf 4c58d5
74eb82 f55e68 b5a575
249e87 583445 3e6966
e07fa5 075910 746c5b
a35b93 7a0c7a 8f3487
b470b0 1b73c7 6872bc
f5fca1 0e1714 828a5b
24bc57 7e0f34 516646
f63c21 b99e62 d86d42
9df477 c9aea6 b3d18f
2afe41 de1a23 848c32
a777df 92962e 9d8787
5ec24f 592206 5c722b
86a701 39ca46 60b924
b48578 9000c6 a2439f
f8cc2d ac8137 d2a732
b28c9c 691bec 8e54c4
33ef1f 97ca70 65dd48
8f7134 14b3bc 529278
db4107 2b2059 833130
7d6bf2 11a3f1 4787f2
b7e2e0 9e0443 ab7392
1e399e 98ce6c 5b8485
8c1d0f b165a9 9f415c
